Datacycle,press,temp2,cond2,alt,oxygen,fluor,atten,trans,jday,lat,lon,PAR,UPAR,oxV,oxdVdt,oxysat,salin2,potemp2
303.0,607.0,10.7066,39.5181,0.0,219.9257,-0.0021,0.0741,15.672,212.3716,48.839,-16.4966,0.0,0.0,2.9894,-0.0005,6.2039,35.4888,10.6311
304.0,609.0,10.6879,39.4978,0.0004,218.8807,-0.0021,0.0745,15.5287,212.3716,48.839,-16.4966,0.0,0.0,2.982,-0.002,6.2065,35.4855,10.6124
305.0,611.0,10.6719,39.4821,0.0,218.4686,-0.0021,0.0737,15.8535,212.3717,48.839,-16.4966,0.0,0.0,2.9747,-0.0016,6.2079,35.4846,10.5962
306.0,613.0,10.6628,39.4752,0.0,218.2592,-0.0021,0.0743,15.6011,212.3717,48.839,-16.4966,0.0,0.0,2.9704,-0.0011,6.209,35.4856,10.5869
307.0,615.0,10.654,39.4676,0.0,217.4242,-0.0021,0.0741,15.6632,212.3718,48.839,-16.4966,0.0,0.0,2.9617,-0.0017,6.2105,35.4855,10.5778
308.0,617.0,10.6411,39.4551,0.0,216.4398,-0.0021,0.0742,15.6368,212.3719,48.839,-16.4966,0.0,0.0,2.9499,-0.0017,6.2124,35.4843,10.5647
309.0,619.0,10.6257,39.4386,0.0,216.2609,-0.0021,0.0734,15.9491,212.3719,48.8389,-16.4966,0.0,0.0,2.9454,-0.0013,6.2149,35.482,10.5491
310.0,621.0,10.6141,39.4277,0.0,216.2589,-0.0021,0.0741,15.6587,212.3719,48.8389,-16.4966,0.0,0.0,2.9431,-0.0009,6.2164,35.4813,10.5374
311.0,623.0,10.5979,39.4134,0.0,215.8281,-0.0021,0.0741,15.6842,212.372,48.8389,-16.4966,0.0,0.0,2.9367,-0.0008,6.2188,35.4817,10.5209
312.0,625.0,10.5836,39.3997,0.0,215.6563,-0.0021,0.0723,16.4486,212.3721,48.8389,-16.4966,0.0,0.0,2.9334,-0.0009,6.2212,35.4811,10.5065
313.0,627.0,10.565,39.3804,0.0,215.568,-0.0021,0.0733,16.0037,212.3721,48.8389,-16.4966,0.0,0.0,2.9312,-0.0007,6.2228,35.4786,10.4877
314.0,629.0,10.5474,39.363,0.0,214.918,-0.0021,0.073,16.1195,212.3722,48.8389,-16.4966,0.0,0.0,2.9239,-0.0013,6.2255,35.4771,10.4699
315.0,631.0,10.5326,39.3473,0.0,213.6324,-0.0021,0.0729,16.1553,212.3722,48.8389,-16.4966,0.0,0.0,2.9147,-0.0034,6.2291,35.4748,10.4549
316.0,633.0,10.504,39.3153,0.0,212.9679,-0.0021,0.0731,16.1071,212.3723,48.8389,-16.4966,0.0,0.0,2.9025,-0.0022,6.2327,35.4694,10.4263
317.0,635.0,10.4718,39.2826,0.0,212.0324,-0.0021,0.0719,16.5703,212.3723,48.8389,-16.4966,0.0,0.0,2.8926,-0.0024,6.2349,35.4666,10.3939
318.0,637.0,10.4602,39.27,0.0,211.9858,-0.0021,0.0729,16.1625,212.3724,48.8389,-16.4966,0.0,0.0,2.8868,-0.0013,6.2381,35.4644,10.3821
319.0,639.0,10.4425,39.2509,0.0,211.503,-0.0021,0.0722,16.4276,212.3725,48.8389,-16.4966,0.0,0.0,2.8797,-0.0012,6.2402,35.4614,10.3643
320.0,641.0,10.4316,39.2404,0.0,211.203,-0.0021,0.0726,16.2986,212.3725,48.8389,-16.4966,0.0,0.0,2.8753,-0.0011,6.2423,35.4603,10.3531
321.0,643.0,10.4053,39.2123,0.0,210.7428,-0.0021,0.0726,16.2724,212.3726,48.8389,-16.4966,0.0,0.0,2.8685,-0.0014,6.2479,35.4568,10.3267
322.0,645.0,10.3707,39.1752,0.0,209.8737,-0.0021,0.0711,16.8927,212.3726,48.8389,-16.4966,0.0,0.0,2.8612,-0.0025,6.2493,35.4517,10.292
323.0,647.0,10.3667,39.1718,0.0,210.1588,-0.0021,0.0729,16.1704,212.3727,48.8389,-16.4966,0.0,0.0,2.8582,-0.0006,6.2513,35.4517,10.2879
324.0,649.0,10.344,39.1482,0.0,209.9615,-0.0021,0.0723,16.4086,212.3727,48.8389,-16.4966,0.0,0.0,2.8534,-0.0005,6.2546,35.4485,10.2649
325.0,651.0,10.3335,39.1376,0.0,209.5503,-0.0021,0.0729,16.1794,212.3728,48.8389,-16.4966,0.0,0.0,2.8511,-0.0011,6.2548,35.4473,10.2542
326.0,653.0,10.3206,39.125,0.0,208.9322,-0.0021,0.0727,16.2322,212.3728,48.8389,-16.4966,0.0,0.0,2.8445,-0.0016,6.2559,35.4461,10.2412
327.0,655.0,10.3241,39.1325,0.0,208.1508,-0.0021,0.0728,16.2025,212.3729,48.8388,-16.4966,0.0,0.0,2.8355,-0.0014,6.2555,35.4494,10.2443
328.0,657.0,10.327,39.1408,0.0,206.1607,-0.0021,0.0722,16.4405,212.3729,48.8388,-16.4965,0.0,0.0,2.823,-0.0048,6.2584,35.4542,10.247
329.0,659.0,10.3036,39.1195,0.0,205.0452,-0.0021,0.0728,16.1935,212.373,48.8388,-16.4965,0.0,0.0,2.8091,-0.0044,6.2602,35.4543,10.2235
330.0,661.0,10.284,39.0994,0.0,205.6297,-0.0021,0.073,16.1286,212.373,48.8388,-16.4965,0.0,0.0,2.8028,-0.0006,6.2621,35.4524,10.2038
331.0,663.0,10.2695,39.0852,0.0,205.6299,-0.0021,0.0727,16.2515,212.3731,48.8388,-16.4965,0.0,0.0,2.8013,-0.0007,6.2661,35.451,10.189
332.0,665.0,10.2386,39.0536,0.0,204.6083,-0.0021,0.0727,16.2486,212.3731,48.8388,-16.4965,0.0,0.0,2.7925,-0.002,6.2698,35.4481,10.1581
333.0,667.0,10.218,39.0324,0.0,205.273,-0.0021,0.0729,16.1883,212.3732,48.8388,-16.4965,0.0,0.0,2.7923,0.0,6.2722,35.4459,10.1374
334.0,669.0,10.1954,39.01,0.0,204.1663,-0.0021,0.0716,16.6799,212.3732,48.8388,-16.4965,0.0,0.0,2.7865,-0.0023,6.2736,35.444,10.1145
335.0,671.0,10.1877,39.0029,0.0,203.8314,-0.0021,0.0726,16.2982,212.3733,48.8388,-16.4965,0.0,0.0,2.7788,-0.0016,6.2758,35.4436,10.1067
336.0,673.0,10.1661,38.9812,0.0,203.0873,-0.0021,0.0719,16.5716,212.3734,48.8388,-16.4965,0.0,0.0,2.7708,-0.0016,6.2773,35.4412,10.0849
337.0,675.0,10.1661,38.9818,0.0,203.2441,-0.0021,0.0725,16.3117,212.3734,48.8387,-16.4965,0.0,0.0,2.7688,-0.0006,6.2782,35.4413,10.0847
338.0,677.0,10.1593,38.9759,0.0,202.6978,-0.0021,0.0724,16.3659,212.3735,48.8387,-16.4965,0.0,0.0,2.7635,-0.0011,6.2788,35.4411,10.0776
339.0,679.0,10.1558,38.9746,0.0,202.1917,-0.0021,0.0725,16.3632,212.3735,48.8387,-16.4965,0.0,0.0,2.7556,-0.0007,6.2797,35.4419,10.0738
340.0,681.0,10.1544,38.9734,0.0,201.9586,-0.0021,0.0726,16.2803,212.3735,48.8387,-16.4965,0.0,0.0,2.7557,-0.0012,6.2795,35.4416,10.0723
341.0,683.0,10.1345,38.9537,0.0,201.1458,-0.0021,0.0723,16.39,212.3736,48.8387,-16.4964,0.0,0.0,2.7463,-0.002,6.2856,35.4399,10.0522
342.0,685.0,10.0901,38.9071,0.0,199.6585,-0.0021,0.0726,16.2865,212.3737,48.8387,-16.4964,0.0,0.0,2.7327,-0.0033,6.29,35.4348,10.0078
343.0,687.0,10.0768,38.8942,0.0,198.2104,-0.0021,0.0734,15.9657,212.3737,48.8386,-16.4964,0.0,0.0,2.7169,-0.0033,6.2907,35.4338,9.9944
344.0,689.0,10.0733,38.8912,0.0,197.8325,-0.0021,0.0734,15.951,212.3738,48.8386,-16.4964,0.0,0.0,2.7053,-0.0013,6.2927,35.4331,9.9905
345.0,691.0,10.0559,38.8721,0.0,197.0857,-0.0021,0.073,16.1147,212.3738,48.8386,-16.4964,0.0,0.0,2.7003,-0.0024,6.294,35.4299,9.9731
346.0,693.0,10.0348,38.8506,0.0,196.481,-0.0021,0.0738,15.845,212.3739,48.8386,-16.4964,0.0,0.0,2.6918,-0.0019,6.2971,35.4276,9.9518
347.0,695.0,10.0299,38.8482,0.0,196.4568,-0.0021,0.074,15.7147,212.3739,48.8386,-16.4964,0.0,0.0,2.6866,-0.0006,6.2969,35.4292,9.9467
348.0,697.0,10.0259,38.847,0.0,196.5112,-0.0021,0.0739,15.7327,212.374,48.8386,-16.4964,0.0,0.0,2.6852,-0.0004,6.2988,35.4308,9.9424
349.0,699.0,10.0156,38.8369,0.0,195.8299,-0.0021,0.0746,15.5097,212.3741,48.8386,-16.4963,0.0,0.0,2.6794,-0.001,6.2999,35.4294,9.9319
350.0,701.0,9.9996,38.8203,0.0,195.2556,-0.0021,0.0734,15.946,212.3741,48.8385,-16.4963,0.0,0.0,2.6741,-0.0018,6.3027,35.4276,9.9158
351.0,703.0,9.987,38.8084,0.0,194.6581,-0.0021,0.0746,15.4777,212.3742,48.8385,-16.4963,0.0,0.0,2.6667,-0.0016,6.3037,35.4265,9.903
352.0,705.0,9.9741,38.7958,0.0,193.7991,-0.0021,0.0745,15.5253,212.3742,48.8385,-16.4963,0.0,0.0,2.6577,-0.0021,6.3068,35.4258,9.8899
353.0,707.0,9.9573,38.7794,0.0,193.2276,-0.0021,0.0743,15.5754,212.3743,48.8385,-16.4963,0.0,0.0,2.6497,-0.0017,6.309,35.4242,9.8729
354.0,709.0,9.9295,38.7508,0.0,191.9503,-0.0021,0.0747,15.459,212.3743,48.8385,-16.4963,0.0,0.0,2.6372,-0.0025,6.3126,35.4213,9.845
355.0,711.0,9.9149,38.7367,0.0,191.3569,-0.0021,0.0737,15.7812,212.3744,48.8385,-16.4963,0.0,0.0,2.6285,-0.0021,6.3142,35.4202,9.8302
356.0,713.0,9.903,38.7254,0.0,191.2515,-0.0021,0.0746,15.4579,212.3744,48.8384,-16.4962,0.0,0.0,2.6236,-0.0011,6.3158,35.4195,9.8182
357.0,715.0,9.8893,38.7129,0.0,190.5571,-0.0021,0.0744,15.5745,212.3745,48.8384,-16.4962,0.0,0.0,2.6165,-0.0016,6.3183,35.4192,9.8043
358.0,717.0,9.8757,38.7004,0.0,190.3209,-0.0021,0.0744,15.5322,212.3746,48.8384,-16.4962,0.0,0.0,2.6115,-0.001,6.3203,35.4187,9.7906
359.0,719.0,9.8505,38.6745,0.0,189.9424,-0.0021,0.0736,15.9119,212.3746,48.8384,-16.4962,0.0,0.0,2.6067,-0.0011,6.3223,35.4158,9.7652
360.0,721.0,9.844,38.6688,0.0,190.1366,-0.0021,0.0745,15.524,212.3747,48.8384,-16.4962,0.0,0.0,2.6053,-0.0004,6.325,35.4156,9.7586
361.0,723.0,9.8185,38.6441,0.0,189.6142,-0.0021,0.0741,15.7188,212.3747,48.8384,-16.4962,0.0,0.0,2.6004,-0.0012,6.3283,35.4143,9.7329
362.0,725.0,9.8056,38.6315,0.0,189.5588,-0.0021,0.0743,15.6011,212.3748,48.8383,-16.4962,0.0,0.0,2.5975,-0.0007,6.3311,35.4132,9.7198
363.0,727.0,9.7668,38.5935,0.0,188.5162,-0.0021,0.074,15.7473,212.3748,48.8383,-16.4961,0.0,0.0,2.5899,-0.0022,6.3336,35.411,9.681
364.0,729.0,9.7688,38.5981,0.0,188.648,-0.0021,0.0742,15.6561,212.3749,48.8383,-16.4961,0.0,0.0,2.5855,-0.0007,6.3352,35.4132,9.6828
365.0,731.0,9.7522,38.5837,0.0,187.8852,-0.0021,0.074,15.7032,212.375,48.8383,-16.4961,0.0,0.0,2.5778,-0.0011,6.3366,35.4133,9.6659
366.0,733.0,9.7429,38.5762,0.0,187.3666,-0.0021,0.0733,16.0084,212.375,48.8383,-16.4961,0.0,0.0,2.5732,-0.0017,6.3385,35.4142,9.6564
367.0,735.0,9.7348,38.5697,0.0,187.1466,-0.0021,0.0741,15.696,212.3751,48.8383,-16.4961,0.0,0.0,2.5681,-0.0009,6.3402,35.4142,9.6481
368.0,737.0,9.7115,38.5454,0.0,186.0968,-0.0021,0.0732,16.0556,212.3751,48.8383,-16.4961,0.0,0.0,2.5605,-0.0028,6.3448,35.4113,9.6247
369.0,739.0,9.6952,38.5296,0.0,186.8545,-0.0021,0.0742,15.6549,212.3752,48.8383,-16.4961,0.0,0.0,2.5599,-0.0001,6.3457,35.4101,9.6082
370.0,741.0,9.6656,38.5004,0.0,186.213,-0.0021,0.0744,15.5625,212.3752,48.8382,-16.496,0.0,0.0,2.5552,-0.0013,6.3495,35.4084,9.5787
371.0,743.0,9.656,38.491,0.0,186.1776,-0.0021,0.0746,15.4982,212.3753,48.8382,-16.496,0.0,0.0,2.5517,-0.0006,6.3509,35.407,9.5688
372.0,745.0,9.6426,38.4795,0.0,185.8397,-0.0021,0.0748,15.4112,212.3753,48.8382,-16.496,0.0,0.0,2.5481,-0.0008,6.3523,35.4074,9.5552
373.0,747.0,9.6355,38.4737,0.0,185.461,-0.0021,0.0746,15.5062,212.3754,48.8382,-16.496,0.0,0.0,2.5439,-0.0011,6.354,35.4077,9.548
374.0,749.0,9.6161,38.455,0.0,185.0696,-0.0021,0.0751,15.3122,212.3754,48.8382,-16.496,0.0,0.0,2.5383,-0.001,6.3583,35.4064,9.5283
375.0,751.0,9.5839,38.423,0.0,184.5486,-0.0021,0.0745,15.5204,212.3755,48.8382,-16.496,0.0,0.0,2.5337,-0.0016,6.362,35.4043,9.4962
376.0,753.0,9.5678,38.409,0.0,184.3754,-0.0021,0.0752,15.2454,212.3755,48.8382,-16.496,0.0,0.0,2.5285,-0.0009,6.3629,35.4046,9.4799
377.0,755.0,9.5582,38.4001,0.0,184.3716,-0.0021,0.0751,15.3121,212.3756,48.8382,-16.496,0.0,0.0,2.5256,-0.0004,6.3656,35.404,9.47
378.0,757.0,9.5375,38.3774,0.0,184.4307,-0.0021,0.0751,15.2777,212.3757,48.8382,-16.496,0.0,0.0,2.5241,-0.0003,6.37,35.4,9.4492
379.0,759.0,9.494,38.3299,0.0,184.2536,-0.0021,0.0745,15.5251,212.3757,48.8382,-16.4959,0.0,0.0,2.5221,-0.0007,6.373,35.3929,9.4057
380.0,761.0,9.4939,38.3343,0.0,183.9664,-0.0021,0.0749,15.3624,212.3758,48.8382,-16.4959,0.0,0.0,2.5189,-0.0007,6.3729,35.3966,9.4054
381.0,763.0,9.4936,38.3389,0.0,183.3204,-0.0021,0.0745,15.5591,212.3758,48.8381,-16.4959,0.0,0.0,2.5136,-0.0013,6.3733,35.4007,9.4048
382.0,765.0,9.489,38.3366,0.0,183.0771,-0.0021,0.0749,15.359,212.3759,48.8381,-16.4959,0.0,0.0,2.5094,-0.0009,6.3742,35.402,9.4
383.0,767.0,9.466,38.3118,0.0,182.9502,-0.0021,0.0747,15.4579,212.3759,48.8381,-16.4959,0.0,0.0,2.5037,-0.0013,6.3906,35.3982,9.377
384.0,769.0,9.3527,38.1869,0.0,184.0994,-0.0021,0.0746,15.5036,212.376,48.8381,-16.4959,0.0,0.0,2.5065,0.0005,6.4009,35.3792,9.2641
385.0,771.0,9.2595,38.0846,0.0,184.013,-0.0021,0.0741,15.6977,212.376,48.8381,-16.4959,0.0,0.0,2.5043,-0.0004,6.4137,35.3642,9.1711
386.0,773.0,9.2162,38.0382,0.0,184.5024,-0.0021,0.0745,15.5319,212.3761,48.8381,-16.4959,0.0,0.0,2.5064,0.0002,6.4146,35.3576,9.1278
387.0,775.0,9.2076,38.0311,0.0,183.9254,-0.0021,0.0738,15.799,212.3762,48.8381,-16.4959,0.0,0.0,2.5041,-0.0011,6.4152,35.3579,9.1191
388.0,777.0,9.2052,38.0298,0.0,184.4032,-0.0021,0.0744,15.5502,212.3762,48.8381,-16.4959,0.0,0.0,2.5046,0.0,6.4176,35.3579,9.1164
389.0,779.0,9.1763,37.9997,0.0,184.353,-0.0021,0.0742,15.6481,212.3763,48.8381,-16.4958,0.0,0.0,2.5024,-0.0004,6.4254,35.3543,9.0875
390.0,781.0,9.137,37.9583,0.0,183.7806,-0.0021,0.0744,15.5782,212.3763,48.8381,-16.4958,0.0,0.0,2.4978,-0.0012,6.4278,35.3489,9.0482
391.0,783.0,9.1136,37.9348,0.0,183.9822,-0.0021,0.0734,15.9451,212.3764,48.8381,-16.4958,0.0,0.0,2.4963,-0.0001,6.4277,35.3469,9.0247
392.0,785.0,9.1211,37.949,0.0,184.0138,-0.0021,0.0742,15.6721,212.3764,48.8381,-16.4958,0.0,0.0,2.4955,0.0,6.428,35.3529,9.0318
393.0,787.0,9.1193,37.9501,0.0,183.5627,-0.0021,0.0741,15.6737,212.3765,48.8381,-16.4958,0.0,0.0,2.493,-0.0008,6.429,35.3554,9.0299
394.0,789.0,9.1074,37.9423,0.0,183.1544,-0.0021,0.0742,15.6109,212.3765,48.8381,-16.4958,0.0,0.0,2.4881,-0.001,6.4314,35.3578,9.0177
395.0,791.0,9.1004,37.9345,0.0,182.7747,-0.0021,0.0735,15.9433,212.3766,48.838,-16.4958,0.0,0.0,2.484,-0.0014,6.4361,35.3558,9.0105
396.0,793.0,9.0632,37.8954,0.0,182.6335,-0.0021,0.0738,15.8078,212.3766,48.838,-16.4958,0.0,0.0,2.4793,-0.0012,6.4429,35.3508,8.9733
397.0,795.0,8.9936,37.8192,0.0,181.973,-0.0021,0.0733,15.9978,212.3766,48.838,-16.4958,0.0,0.0,2.4721,-0.0024,6.4575,35.3391,8.9038
398.0,797.0,8.9136,37.7322,0.0,181.7875,-0.0021,0.074,15.7255,212.3767,48.838,-16.4958,0.0,0.0,2.4657,-0.0015,6.4615,35.3263,8.8241
399.0,799.0,8.899,37.7158,0.0,182.0663,-0.0021,0.0739,15.7674,212.3767,48.838,-16.4958,0.0,0.0,2.4642,-0.0001,6.4588,35.3229,8.8095
400.0,801.0,8.9138,37.7379,0.0,182.3858,-0.0021,0.0737,15.8208,212.3768,48.838,-16.4958,0.0,0.0,2.4655,0.0002,6.4604,35.3301,8.8238
401.0,803.0,8.8898,37.7122,0.0,182.3215,-0.0021,0.0737,15.8343,212.3768,48.838,-16.4958,0.0,0.0,2.4643,-0.0003,6.4667,35.3262,8.7997
402.0,805.0,8.866,37.6863,0.0,181.9288,-0.0021,0.0733,16.0039,212.3769,48.838,-16.4958,0.0,0.0,2.4614,-0.0011,6.4701,35.3218,8.7759
403.0,807.0,8.8274,37.647,0.0,181.5204,-0.0021,0.0737,15.8259,212.3769,48.838,-16.4958,0.0,0.0,2.456,-0.0015,6.4784,35.3178,8.7373
404.0,809.0,8.7469,37.5594,0.0,181.526,-0.0021,0.0736,15.8705,212.377,48.838,-16.4958,0.0,0.0,2.4502,-0.0013,6.4969,35.3046,8.657
405.0,811.0,8.6624,37.4622,0.0,181.2035,-0.0021,0.0732,16.0683,212.377,48.838,-16.4958,0.0,0.0,2.4458,-0.0011,6.4972,35.2854,8.5729
406.0,813.0,8.6672,37.4691,0.0,181.5328,-0.0021,0.0742,15.6291,212.377,48.838,-16.4958,0.0,0.0,2.445,-0.0003,6.5006,35.2873,8.5774
407.0,815.0,8.6175,37.4193,0.0,181.0069,-0.0021,0.0729,16.1487,212.3771,48.838,-16.4958,0.0,0.0,2.4417,-0.0012,6.5018,35.2828,8.5278
408.0,817.0,8.5965,37.3995,0.0,181.3612,-0.0021,0.0743,15.5846,212.3771,48.838,-16.4958,0.0,0.0,2.4401,-0.0006,6.5139,35.2821,8.5066
409.0,819.0,8.5137,37.3104,0.0,181.5833,-0.0021,0.0735,15.9146,212.3772,48.838,-16.4958,0.0,0.0,2.4397,0.0001,6.5197,35.2691,8.4241
410.0,821.0,8.5178,37.3175,0.0,181.9588,-0.0021,0.0745,15.5167,212.3772,48.838,-16.4958,0.0,0.0,2.4394,0.0004,6.5218,35.2715,8.4279
411.0,823.0,8.4853,37.2832,0.0,181.514,-0.0021,0.0739,15.8042,212.3773,48.8379,-16.4958,0.0,0.0,2.4368,-0.0014,6.5329,35.267,8.3954
412.0,825.0,8.4338,37.2294,0.0,182.2822,-0.0021,0.0742,15.6371,212.3773,48.838,-16.4958,0.0,0.0,2.4383,0.0007,6.5284,35.2602,8.344
413.0,827.0,8.4594,37.2612,0.0,182.0554,-0.0021,0.0748,15.4016,212.3774,48.8379,-16.4958,0.0,0.0,2.4396,-0.0002,6.5251,35.2677,8.3693
414.0,829.0,8.4729,37.2838,0.0,181.6949,-0.0021,0.0735,15.9011,212.3774,48.8379,-16.4958,0.0,0.0,2.4371,-0.0006,6.5226,35.2772,8.3824
415.0,831.0,8.488,37.3058,0.0,181.5538,-0.0021,0.0751,15.2764,212.3774,48.8379,-16.4958,0.0,0.0,2.4357,-0.0004,6.521,35.2845,8.3972
416.0,833.0,8.5077,37.3354,0.0,181.3196,-0.0021,0.073,16.1331,212.3775,48.8379,-16.4958,0.0,0.0,2.4328,-0.0009,6.5264,35.295,8.4165
417.0,835.0,8.4513,37.2759,0.0,181.5469,-0.0021,0.0727,16.2259,212.3775,48.8379,-16.4958,0.0,0.0,2.43,-0.0005,6.5389,35.2872,8.3602
418.0,837.0,8.3821,37.1985,0.0,182.4783,-0.0021,0.0733,15.9978,212.3776,48.8379,-16.4958,0.0,0.0,2.4333,0.0009,6.5413,35.2735,8.2912
419.0,839.0,8.3606,37.1737,0.0,182.4757,-0.0021,0.0734,15.9872,212.3776,48.8379,-16.4958,0.0,0.0,2.434,-0.0003,6.5519,35.2677,8.2697
420.0,841.0,8.293,37.0998,0.0,183.0733,-0.0021,0.0733,15.988,212.3777,48.8379,-16.4958,0.0,0.0,2.4353,0.0003,6.5589,35.2555,8.2022
421.0,843.0,8.2596,37.0646,0.0,183.4348,-0.0021,0.0735,15.9412,212.3777,48.8379,-16.4958,0.0,0.0,2.4368,0.0002,6.5663,35.2508,8.1689
422.0,845.0,8.1795,36.9816,0.0,184.2861,-0.0021,0.0733,16.0155,212.3778,48.8379,-16.4958,0.0,0.0,2.4393,0.0006,6.5802,35.2412,8.089
423.0,847.0,8.1001,36.8885,0.0,183.9969,-0.0021,0.0726,16.2636,212.3778,48.8379,-16.4958,0.0,0.0,2.4381,-0.0008,6.5937,35.2202,8.0099
424.0,849.0,8.0062,36.7914,0.0,185.7866,-0.0021,0.0729,16.1616,212.3779,48.8379,-16.4958,0.0,0.0,2.4434,0.0013,6.6062,35.2095,7.9164
425.0,851.0,7.926,36.7033,0.0,186.2615,-0.0021,0.0724,16.3558,212.3779,48.8379,-16.4958,0.0,0.0,2.4464,0.0006,6.6202,35.1944,7.8364
426.0,853.0,7.8582,36.6319,0.0,187.067,-0.0021,0.0727,16.2493,212.3779,48.8379,-16.4958,0.0,0.0,2.4497,0.0012,6.6264,35.185,7.7689
427.0,855.0,7.8172,36.5884,0.0,187.6202,-0.0021,0.0727,16.251,212.378,48.8379,-16.4958,0.0,0.0,2.4543,0.001,6.6305,35.1784,7.728
428.0,857.0,7.7876,36.5586,0.0,187.9091,-0.0021,0.0727,16.2278,212.378,48.8379,-16.4959,0.0,0.0,2.4566,0.0005,6.6373,35.1752,7.6984
429.0,859.0,7.7422,36.5136,0.0,188.0682,-0.0021,0.0725,16.2877,212.3781,48.8379,-16.4959,0.0,0.0,2.4582,0.0003,6.6378,35.1712,7.653
430.0,861.0,7.758,36.5352,0.0,187.6581,-0.0021,0.0727,16.2597,212.3781,48.8379,-16.4959,0.0,0.0,2.4578,-0.0003,6.6313,35.1777,7.6684
431.0,863.0,7.794,36.5814,0.0,187.1533,-0.0021,0.0728,16.2117,212.3782,48.8379,-16.4959,0.0,0.0,2.4545,-0.0009,6.6321,35.1904,7.704
432.0,865.0,7.7808,36.57,0.0,187.5538,-0.0021,0.0726,16.2789,212.3782,48.8379,-16.4959,0.0,0.0,2.4539,0.0,6.6344,35.1901,7.6907
433.0,867.0,7.7613,36.5496,0.0,187.3251,-0.0021,0.0722,16.471,212.3783,48.8379,-16.4959,0.0,0.0,2.4527,-0.0005,6.6343,35.1871,7.6711
434.0,869.0,7.7789,36.575,0.0,187.4214,-0.0021,0.0724,16.3541,212.3783,48.8378,-16.4959,0.0,0.0,2.4532,0.0003,6.6256,35.1958,7.6883
435.0,871.0,7.8489,36.6606,0.0,186.7724,-0.0021,0.072,16.5304,212.3784,48.8379,-16.4959,0.0,0.0,2.4525,-0.0009,6.6179,35.2165,7.7576
436.0,873.0,7.8558,36.6727,0.0,186.6251,-0.0021,0.0724,16.3865,212.3784,48.8379,-16.4959,0.0,0.0,2.449,-0.0009,6.6242,35.2216,7.7643
437.0,875.0,7.8203,36.634,0.0,186.7063,-0.0021,0.0723,16.4143,212.3784,48.8378,-16.4959,0.0,0.0,2.4465,-0.0004,6.6287,35.215,7.7289
438.0,877.0,7.7966,36.6092,0.0,187.5495,-0.0021,0.0721,16.464,212.3785,48.8378,-16.4959,0.0,0.0,2.449,0.0008,6.631,35.2111,7.705
439.0,879.0,7.7854,36.5988,0.0,187.4666,-0.0021,0.0721,16.4384,212.3785,48.8378,-16.496,0.0,0.0,2.4506,0.0001,6.6303,35.2101,7.6936
440.0,881.0,7.7894,36.6058,0.0,187.3822,-0.0021,0.0713,16.8097,212.3786,48.8378,-16.496,0.0,0.0,2.4501,-0.0001,6.6294,35.2128,7.6974
441.0,883.0,7.7958,36.6144,0.0,187.3788,-0.0021,0.0726,16.2773,212.3786,48.8378,-16.496,0.0,0.0,2.4494,-0.0003,6.6342,35.2145,7.7035
442.0,885.0,7.742,36.5569,0.0,188.2571,-0.0021,0.0725,16.3061,212.3787,48.8378,-16.496,0.0,0.0,2.4494,0.0004,6.6534,35.2056,7.6499
443.0,887.0,7.6126,36.4068,0.0,188.9772,-0.0021,0.0723,16.3992,212.3787,48.8378,-16.496,0.0,0.0,2.4492,0.0,6.6822,35.1732,7.5212
444.0,889.0,7.4662,36.2585,0.0,191.7331,-0.0021,0.0724,16.3668,212.3788,48.8378,-16.496,0.0,0.0,2.4632,0.0031,6.686,35.1589,7.3755
445.0,891.0,7.4179,36.2055,0.0,191.7404,-0.0021,0.0721,16.4863,212.3788,48.8378,-16.496,0.0,0.0,2.4681,0.0011,6.6903,35.1493,7.3274
446.0,893.0,7.4157,36.2056,0.0,191.9946,-0.0021,0.0724,16.3631,212.3789,48.8378,-16.496,0.0,0.0,2.4715,0.0009,6.69,35.1504,7.3249
447.0,895.0,7.412,36.2022,0.0,191.5275,-0.0021,0.0726,16.2834,212.3789,48.8378,-16.496,0.0,0.0,2.4708,-0.0005,6.6926,35.1499,7.3211
448.0,897.0,7.3881,36.1795,0.0,192.0706,-0.0021,0.0729,16.1606,212.3789,48.8378,-16.4961,0.0,0.0,2.4718,0.0002,6.6979,35.1485,7.2972
449.0,899.0,7.3624,36.1553,0.0,192.1039,-0.0021,0.0726,16.279,212.379,48.8378,-16.4961,0.0,0.0,2.4715,0.0001,6.6982,35.147,7.2713
450.0,901.0,7.3685,36.162,0.0,192.2887,-0.0021,0.0734,15.971,212.379,48.8378,-16.4961,0.0,0.0,2.4729,0.0001,6.6979,35.1473,7.2772
451.0,903.0,7.3715,36.172,0.0,192.0232,-0.0021,0.0725,16.3256,212.3791,48.8378,-16.4961,0.0,0.0,2.4714,-0.0006,6.7004,35.1542,7.2799
452.0,905.0,7.3544,36.1532,0.0,192.25,-0.0021,0.0737,15.8592,212.3791,48.8378,-16.4961,0.0,0.0,2.4724,0.0001,6.695,35.1501,7.2628
453.0,907.0,7.3725,36.1816,0.0,192.4746,-0.0021,0.0725,16.3614,212.3792,48.8378,-16.4961,0.0,0.0,2.4725,0.0008,6.6888,35.1618,7.2806
454.0,909.0,7.4036,36.2164,0.0,191.8095,-0.0021,0.0736,15.8675,212.3792,48.8378,-16.4961,0.0,0.0,2.4699,-0.0005,6.6938,35.1669,7.3112
